"ID_Riesgo","Genero","GrupoEdad","GrupoEstadoCivil","GrupoScoreCrediticio","GrupoCantidadPropiedades","GrupoCantidadVehiculos","GrupoHistorialSiniestros","Antiguedad","Tasacion","GrupoCilindrada","FechaSubasta","Promedio","Desviacion","E1","E2","E3","E4","E5","E6","E7","E8","media","sd","e1_e","e2_e","e3_e","e4_e","e5_e","e6_e","e7_e","e8_e","minimo","segundo_minimo","media_min","media_min_25","media_min_75","diferencia","plus_min","plus_plus_min"
"e88c77e8493129647452f909ca061df7","G1","G3","G4","G2","G2","G1","SH",5,6308352,"G1","2024-03-21",0.9675,0.237351457306911,-0.579818495252942,-0.400477566597125,-0.105360515657826,0.0392207131532813,0.0953101798043249,0.104360015324243,0.139761942375159,0.19062035960865,-0.0645479209052795,0.280744918245813,-1.83536919409706,-1.1965653654244,-0.145372514692545,0.36961892206969,0.56940692536289,0.601642007573689,0.727741982141773,0.908897237065962,-1.83536919409706,-1.1965653654244,-1.51596727976073,-1.35626632259257,-1.67566823692889,0.638803828672654,-1.25853253435834,-1.392169441535
"da00d65fa45adf95ee500a168fb02236","G2","G5","G1","G2","G3","G2","G1",5,6308352,"G1","2024-01-06",2.08375,1.05266922630046,0.246860077931526,0.27002713721306,0.364643113587909,0.609765571620894,0.712949807856125,0.732367893713227,0.76080582903376,1.51292701205326,0.65129330537622,0.40665943316283,-0.994525626269574,-0.93755643438006,-0.704890058885055,-0.102119194512076,0.151617047219011,0.199367288018974,0.26929788104458,2.1188090977642,-0.994525626269574,-0.93755643438006,-0.966041030324817,-0.951798732352439,-0.980283328297196,0.0569691918895143,-0.417688966530854,-0.55132587370752
"7c43e10dd425204dac3320e9ff4fea4c","G1","G4","G1","G1","G2","G2","G2",11,5120000,"G1","2024-06-22",1.425,0.566845910026954,-0.287682072451781,-0.0943106794712413,0.0676586484738149,0.122217632724249,0.425267735404344,0.444685821261446,0.774727167552368,0.824175442966349,0.284592462057444,0.400230797200558,-1.42986131630059,-0.946711607849643,-0.542021791178958,-0.405702985549679,0.351485378763612,0.400002599309664,1.22463016070529,1.34817956210031,-1.42986131630059,-0.946711607849643,-1.18828646207512,-1.06749903496238,-1.30907388918785,0.483149708450947,-0.85302465656187,-0.986661563738536
"b93bf2c53f9d779ce7571e630fb7fb5c","G1","G4","G2","G2","G1","G2","G3",1,8064000,"G1","2024-04-22",2.19375,1.92769245842943,0.131028262406404,0.173953307123438,0.2390169004705,0.307484699747961,0.378436435720245,0.703097511413113,0.810930216216329,1.92570744173779,0.583706846854473,0.59484833920116,-0.760998316068235,-0.688836990418945,-0.579458533660643,-0.464357263697599,-0.345080245848701,0.200707737906731,0.381985380789666,2.25603823099773,-0.760998316068235,-0.688836990418945,-0.72491765324359,-0.706877321831268,-0.742957984655912,0.0721613256492896,-0.184161656329515,-0.31779856350618
"80f7b0e1f8a62157ef4a32c265b4e7d4","G1","G4","G1","G1","G1","G1","SH",3,28499437,"G3","2024-01-06",3.85875,1.36079217999769,1.05779029414785,1.10525683138678,1.16315080980568,1.18784342239605,1.28370777234479,1.3297240096315,1.38879124131848,1.95868534054404,1.3093687151969,0.285380516730277,-0.881554297859853,-0.715227115532315,-0.512361204845006,-0.425835982754566,-0.0899183418199472,0.0713268539416056,0.278303953723116,2.27526613514696,-0.881554297859853,-0.715227115532315,-0.798390706696084,-0.756808911114199,-0.839972502277968,0.166327182327538,-0.304717638121133,-0.438354545297799
"9095643510b34b2f99ff54f920c96170","G1","G5","G1","G2","G3","G2","G2",9,4519258,"G1","2024-03-20",0.89125,0.164267856172255,-0.462035459596559,-0.446287102628419,-0.116533816255952,-0.0408219945202552,-0.0408219945202552,0,0.00995033085316809,0.0392207131532813,-0.132166165439374,0.204050433482309,-1.61660668163091,-1.53942793371365,0.0766102228583484,0.447654873161728,0.447654873161728,0.647713230419735,0.696477306454059,0.839924109288962,-1.61660668163091,-1.53942793371365,-1.57801730767228,-1.55872262069296,-1.5973119946516,0.0771787479172621,-1.03977002189219,-1.17340692906886
"926b1b5be149e921ecbfad465c6efaa7","G1","G4","G2","G2","G2","G2","G3",11,8465479,"G2","2024-06-06",0.715,0.133950950511212,-0.653926467406664,-0.562118918153541,-0.49429632181478,-0.3147107448397,-0.261364764134408,-0.210721031315653,-0.210721031315653,-0.105360515657826,-0.351652474329778,0.194903856242869,-1.55088769870322,-1.07984750984866,-0.731867753849129,0.189538217468847,0.463242297694015,0.723081860620097,0.723081860620097,1.26365872599795,-1.55088769870322,-1.07984750984866,-1.31536760427594,-1.1976075570623,-1.43312765148958,0.471040188854558,-0.974051038964499,-1.10768794614116
"8d349c7b05ca875da094f784590c9fcc","G2","G4","Desconocido","G1","G1","G1","G1",10,9138375,"G2","2024-07-20",1.1375,0.207828913154203,-0.150822889734584,-0.0100503358535015,0.00995033085316809,0.0295588022415444,0.0953101798043249,0.246860077931526,0.343589704390077,0.350656871613169,0.114381592655716,0.181341883235634,-1.46245576398749,-0.68617313490415,-0.57588054088338,-0.467750686717824,-0.105168273931563,0.73054543667482,1.26395572630362,1.30292723744597,-1.46245576398749,-0.68617313490415,-1.07431444944582,-0.880243792174985,-1.26838510671666,0.776282629083342,-0.885619104248772,-1.01925601142544
"57a79d51eab662e4c61c695d7ed2c2e0","G2","G3","G2","G1","G2","G2","SH",0,42865000,"G3","2024-07-06",1.85,0.844207151287949,0.0861776962410524,0.300104592450338,0.336472236621213,0.378436435720245,0.438254930931155,0.494696241836107,1.02604159583327,1.25846098961001,0.539830589905424,0.395665391132122,-1.14655692368324,-0.605880632544471,-0.513965481545756,-0.407905664236591,-0.256721111451343,-0.114072014082843,1.2288439090835,1.81625791846074,-1.14655692368324,-0.605880632544471,-0.876218778113855,-0.741049705329163,-1.01138785089855,0.540676291138768,-0.569720263944519,-0.703357171121185
"56777ee8606278231f564e9ecb07bad6","G1","G5","G1","G2","G1","G1","SH",4,7249896,"G1","2024-02-06",1.5825,0.505137887823004,-0.0202027073175195,0.215111379616945,0.300104592450338,0.336472236621213,0.378436435720245,0.418710334858185,0.832909122935104,0.879626747502564,0.417646017798384,0.302500323583227,-1.44743225372266,-0.669535277788605,-0.388566279717406,-0.268342791226265,-0.129618314498601,0.00351839973985309,1.37276912704679,1.52720739016689,-1.44743225372266,-0.669535277788605,-1.05848376575563,-0.864009521772118,-1.25295800973914,0.777896975934053,-0.870595593983937,-1.0042325011606
"7b8064e011b8b7ec2b6f14bfa5d43298","G2","G4","G1","G2","G2","G2","G3",5,24131541,"G3","2024-06-20",1.84125,0.4299314729449,0.148420005118273,0.412109650826833,0.431782416425538,0.506817602368452,0.732367893713227,0.774727167552368,0.824175442966349,0.845868267577609,0.584533555818581,0.248725430710417,-1.75339348877462,-0.693229898122061,-0.61413559102803,-0.3124568051934,0.594367602349292,0.764672961629015,0.96347963480572,1.05069558433408,-1.75339348877462,-0.693229898122061,-1.22331169344834,-0.9582707957852,-1.48835259111148,1.06016359065256,-1.1765568290359,-1.31019373621256
"ca875ad7afbef56898e60063133473ce","G1","G4","G1","G2","G3","G2","G2",7,17788610,"G3","2024-06-22",1.06,0.171547577740321,-0.139262067333508,-0.139262067333508,-0.0304592074847086,0,0.0582689081239758,0.0953101798043249,0.254642218373581,0.27763173659828,0.0471087125935546,0.158728474478504,-1.17414837217692,-1.17414837217692,-0.488683081804379,-0.296788038493587,0.0703099778857419,0.303672465631225,1.30747495975041,1.45231046138444,-1.17414837217692,-1.17414837217692,-1.17414837217692,-1.17414837217692,-1.17414837217692,0,-0.597311712438204,-0.73094861961487
"e71d5d2fc5b9a30f51c6d18d74307650","G1","G3","G1","G2","G1","G1","SH",2,10965826,"G2","2024-07-04",1.4325,1.23054865811962,-0.3147107448397,-0.127833371509885,-0.083381608939051,-0.0408219945202552,0.0953101798043249,0.182321556793955,0.198850858745165,1.49290409617815,0.175329871464088,0.559171341740794,-0.876369333911515,-0.542165201153147,-0.462669420070289,-0.386557482204696,-0.143104064329635,0.012503654618816,0.0420640070856504,2.35629783996482,-0.876369333911515,-0.542165201153147,-0.709267267532331,-0.625716234342739,-0.792818300721923,0.334204132758368,-0.299532674172795,-0.433169581349461
"283a40ce07acc0bcbb06f88aa98f843f","G1","G4","G4","G2","G1","G1","SH",2,7331247,"G1","2024-07-04",1.2375,1.00964986858953,-0.287682072451781,-0.261364764134408,-0.198450938723838,-0.150822889734584,-0.127833371509885,0.0198026272961797,0.0769610411361284,1.31372366828506,0.0480416625203585,0.526886436201552,-0.637184242950817,-0.587235512998493,-0.467828709012173,-0.377433425101249,-0.333800648386715,-0.0535960565387878,0.0548873089697592,2.40219128601847,-0.637184242950817,-0.587235512998493,-0.612209877974655,-0.599722695486574,-0.624697060462736,0.0499487299523235,-0.0603475832120963,-0.193984490388762
"f69f940f0891c1f528b84224d2f8d05e","G1","G5","G4","G2","G1","G1","SH",3,21278767,"G2","2024-02-06",1.71125,0.526835227697292,0.246860077931526,0.336472236621213,0.392042087776024,0.412109650826833,0.431782416425538,0.512823626428664,0.625938430866495,1.07840958135059,0.50455476352836,0.257812507491795,-0.99954299387525,-0.651956449058223,-0.436412790236398,-0.358574972180003,-0.282268489650908,0.0320731642570387,0.470821483872337,2.22586104687141,-0.99954299387525,-0.651956449058223,-0.825749721466737,-0.73885308526248,-0.912646357670993,0.347586544817027,-0.42270633413653,-0.556343241313196
"56bcbb691fcdfcc32e1d635d55700904","G1","G4","G1","G2","G2","G3","G1",3,11036572,"G1","2024-04-06",1.2825,0.288877136513086,-0.0202027073175195,0,0.0769610411361284,0.165514438477573,0.182321556793955,0.371563556432483,0.500775287912489,0.542324290825362,0.227407183032559,0.2191562121819,-1.12983286161454,-1.0376488111768,-0.686479020597235,-0.28241382682602,-0.205723697219147,0.657779088097555,1.24736644313342,1.43695268620276,-1.12983286161454,-1.0376488111768,-1.08374083639567,-1.06069482378623,-1.1067868490051,0.0921840504377363,-0.552996201875816,-0.686633109052482
